,address,birthdate,blood_group,company,job,mail,name,phone,residence,sex,ssn,username,website
80,"д. Нарым, ул. Окружная, д. 03, 173587",2009-06-15,B+,ИП «Антонов-Колесников»,Начальник службы,savvati1993valerjan_2001@mail.ru,Лобанова Нинель Дмитриевна,+7 (685) 054-2829,"к. Можга, ул. Горняцкая, д. 51, 678555",F,880267640910,avdeevlavr,"['https://www.npo.net/', 'https://ip.biz/', 'https://ip.net/']"
81,"с. Лагань, ул. Крылова, д. 12, 585489",1972-11-05,AB-,НПО «Антонова-Герасимова»,Упаковщик,bespalovavalentina@rambler.ru,Фролова Вероника Александровна,+7 177 265 00 47,"г. Тымовское, ул. Сибирская, д. 57, 041879",F,052299347263,sisoevgalaktion,"['http://ao.info/', 'https://www.npo.com/']"
82,"к. Эльтон, ул. Карьерная, д. 39, 245303",1999-04-23,A-,РАО «Соболев-Анисимова»,Столяр-краснодеревщик,orest81@yandex.ru,Лихачев Викторин Витальевич,+7 (305) 996-6812,"г. Мирный, ул. Верхняя, д. 63, 285934",M,525006160409,lev2010sevastjan_1972,"['http://www.antonova.info/', 'http://www.ao.edu/', 'http://romanova.biz/', 'https://www.rao.info/']"
83,"с. Йошкар-Ола, ул. Крылова, д. 09, 318163",1995-11-01,B-,АО «Евсеев Ефремова»,Неонатолог,isa2008silvestr_1973@rambler.ru,Блинова Элеонора Сергеевна,+7 (029) 289-88-46,"ст. Владимир, ул. Ангарская, д. 53, 128775",F,190335271038,mina1985ivan_1994,"['http://www.npo.net/', 'https://rao.com/']"
84,"с. Петушки, ул. Слободская, д. 53, 110506",1997-09-04,0+,АО «Козлов»,Невропатолог,blitkin@yandex.ru,Лаврентьева Надежда Тимуровна,+7 814 903 12 41,"п. Тольятти, ул. Шишкина, д. 10, 740321",F,768901907591,fedorbeljakov,"['http://www.ip.net/', 'https://gureva.com/', 'https://rao.com/']"
85,"п. Красногорск (Моск.), ул. Инженерная, д. 23, 189291",2005-09-11,0-,РАО «Осипов Макарова»,Коневод,qfedorova@mail.ru,г-н. Сидоров Андроник Владленович,+7 (577) 559-3760,"к. Лазаревское, ул. Садовая, д. 88, 743977",M,403113560339,agge16,['http://rao.biz/']
86,"д. Балашов, ул. Водопроводная, д. 20, 944161",1976-05-22,AB+,Кулаков,Инженер-конструктор,solovevadarja@mail.ru,Крылов Нестор Адамович,+7 (593) 820-0064,"д. Борзя, ул. Тихая, д. 86, 359636",M,465272287524,vladislav13,"['https://ao.org/', 'https://rao.org/']"
87,"г. Дагомыс, ул. Красногвардейская, д. 20, 654676",1974-09-08,AB+,"РАО «Абрамов, Кошелев и Якушев»",Археолог,noskovavgust@gmail.com,Кузьмина Таисия Евгеньевна,+7 447 701 74 62,"к. Ахтубинск, ул. Полтавская, д. 41, 576269",F,633668530775,maksim_40,"['http://kuzmina.biz/', 'https://www.rao.info/', 'https://rao.org/']"
88,"г. Нефтеюганск, ул. Пушкина, д. 99, 405809",2007-09-10,B-,Крюков,Интендант,tpavlova@yandex.ru,Волков Аристарх Эдгарович,+7 (271) 625-04-03,"к. Нарьян-Мар, ул. Февральская, д. 94, 943250",M,314502130352,seliverstmuravev,"['http://npo.edu/', 'http://ip.org/']"
89,"д. Орск, ул. Ростовская, д. 64, 585104",1992-09-17,0+,АО «Рыбаков»,Топограф,gmuhin@mail.ru,Калашникова Мария Дмитриевна,+7 (504) 917-1908,"с. Кострома, ул. Космонавтов, д. 62, 624962",F,100090394366,kudrjavtsevaakulina,"['http://www.ip.net/', 'http://www.ao.edu/', 'https://rao.ru/', 'http://npo.ru/']"
90,"д. Курумкан, ул. Рябиновая, д. 70, 341828",2013-12-09,A-,ИП «Григорьева-Стрелкова»,Дизайнер,ernest2012maksimiljan_1980@gmail.com,Одинцова Феврония Валериевна,+7 797 467 0121,"с. Новокузнецк, ул. Омская, д. 47, 477294",F,655427624356,viktorsilin,"['http://romanova.biz/', 'http://www.ip.org/', 'https://www.ao.info/']"
91,"к. Ростов-на-Дону, ул. Лесхозная, д. 44, 957395",1990-02-14,0-,"РАО «Владимирова, Якушев и Федосеев»",Лаборант,edoronin@yahoo.com,Исаков Кир Юлианович,+7 (924) 540-0389,"г. Осташков, ул. Весенняя, д. 24, 883806",M,975604240320,medvedevrodion,"['http://www.ip.net/', 'https://www.ip.edu/', 'http://ao.net/']"
92,"клх Яхрома, ул. Выгонная, д. 45, 310394",1994-09-24,AB-,РАО «Тетерин»,Виноградарь,vinogradovatamara@gmail.com,Морозов Софрон Авдеевич,+7 058 115 0487,"д. Шилка, ул. Сиреневая, д. 14, 492730",M,275306069181,karpjakushev,"['http://www.kabanova.org/', 'http://www.ip.org/', 'https://www.npo.org/']"
93,"к. Кашхатау, ул. Минская, д. 98, 434397",1987-06-08,AB-,АО «Александрова Костина»,Каскадёр,pestovauljana@rambler.ru,Лаврентьева София Михайловна,+7 (912) 233-2839,"п. Курильск, ул. Украинская, д. 07, 788534",F,703307114985,mironrogov,"['http://ao.ru/', 'http://www.npo.biz/']"
94,"к. Урай, ул. Верхняя, д. 40, 868614",1999-05-11,B-,ИП «Елисеева-Носова»,Косметолог,usuhanova@rambler.ru,Прохоров Эдуард Федотович,+7 (403) 538-30-85,"к. Ржев, ул. Большевистская, д. 89, 023481",M,347213119302,leonti_80,"['https://www.ao.com/', 'https://ip.com/', 'https://www.ao.biz/']"
95,"г. Мураши, ул. Тульская, д. 66, 735733",2014-02-08,A-,НПО «Фадеева-Силина»,Культуролог,kapustinkondrat@hotmail.com,Лаврентьев Валерий Вячеславович,+7 201 845 45 98,"с. Теберда, ул. Водопроводная, д. 16, 217469",M,609890994618,vikentivlasov,"['http://ao.edu/', 'https://www.rao.biz/', 'http://www.npo.com/', 'http://ao.net/']"
96,"г. Ербогачен, ул. Володарского, д. 37, 943694",1973-08-14,B-,НПО «Крюков»,Дипломатический работник,lukjan85@mail.ru,Силина Маргарита Аскольдовна,+7 080 844 3395,"д. Пышма, ул. Калужская, д. 42, 738660",F,631652256265,mishintihon,"['http://npo.info/', 'https://beljaeva.net/', 'https://npo.com/']"
97,"д. Луховицы, ул. Фабричная, д. 61, 196477",2015-06-10,0+,НПО «Исаев Ширяева»,Генетик,sigizmundsemenov@hotmail.com,Мамонтов Кузьма Харлампович,+7 (941) 363-06-70,"д. Каневская, ул. Коммунаров, д. 43, 718278",M,489092424593,ladimir48,"['http://ip.biz/', 'https://www.npo.org/', 'http://rao.info/']"
98,"д. Верхний Тагил, ул. Бульварная, д. 09, 431119",1975-09-08,0+,РАО «Карпова-Зуева»,Рентгенолог,markovfilimon@rambler.ru,Горбунов Демид Давидович,+7 (809) 839-61-64,"г. Карталы, ул. Мелиоративная, д. 36, 048081",M,146174405100,hristofor_57,"['http://ao.ru/', 'https://www.ao.net/', 'https://rao.net/', 'http://rao.edu/']"
99,"г. Каменск-Уральский, ул. Олега Кошевого, д. 52, 428954",2017-05-16,0-,НПО «Лукина Лобанов»,Вокалист,cheslavseliverstov@hotmail.com,Иванов Будимир Арсеньевич,+7 (462) 263-09-60,"п. Раменское, ул. Коммунальная, д. 15, 272624",M,759898533362,gostomisl03,['https://www.ip.edu/']
100,"клх Богучар, ул. Проточная, д. 30, 787436",1981-02-17,AB-,"ИП «Медведева, Абрамова и Евсеев»",Физик,subbotinalekse@yandex.ru,Крылова Октябрина Вадимовна,+7 (083) 421-6838,"ст. Сухиничи, ул. Сахалинская, д. 85, 397267",F,007517839814,zbelozerov,['http://www.ip.biz/']
101,"д. Троицк (Моск.), ул. Воровского, д. 21, 666190",1999-02-04,B-,ИП «Ефремов»,Кнопочник,mbragina@hotmail.com,Сафонова Алевтина Григорьевна,+7 986 065 35 58,"д. Лотошино, ул. К.Маркса, д. 46, 993017",F,299932866928,sisoevinnokenti,"['http://npo.ru/', 'https://ao.org/', 'https://www.npo.ru/']"
102,"с. Домбай, ул. Сельская, д. 61, 030427",1990-01-27,0-,РАО «Евсеева-Голубева»,Проктолог,ratibor00@gmail.com,Лапина Фёкла Петровна,+7 (822) 630-35-76,"с. Нарткала, ул. Победа, д. 03, 623897",F,090788901164,zinovibobilev,"['http://ip.info/', 'http://artemeva.ru/', 'http://ao.biz/']"
103,"г. Кизилюрт, ул. Индустриальная, д. 88, 026051",1989-11-24,B-,РАО «Григорьева Красильникова»,Переводчик,varvara_68@mail.ru,Артемьева Вера Рудольфовна,+7 (542) 981-11-41,"п. Брянск, ул. Ивановская, д. 18, 155234",F,446709796744,fevronija56,"['http://www.npo.net/', 'http://www.ip.info/']"
104,"д. Неплюевка, ул. Загородная, д. 52, 280835",2013-02-18,0+,РАО «Мишина Анисимов»,Политолог,kiselevapraskovja@yahoo.com,Константинова Акулина Владиславовна,+7 (837) 577-7030,"г. Горно-Алтайск, ул. Береговая, д. 31, 951183",F,538644733003,naumovanatalja,['https://npo.info/']
105,"к. Зарайск, ул. 60 лет СССР, д. 19, 239530",1978-11-15,A-,"ИП «Матвеев, Чернов и Евдокимов»",Страховой агент,nikanor2013erofe_1989@yandex.ru,Сазонова Агафья Тарасовна,+7 (727) 524-40-52,"ст. Сарапул, ул. Гончарова, д. 94, 334013",F,959207251049,karp_75,"['http://www.samolova.edu/', 'https://rao.ru/', 'http://yakushev.org/', 'https://www.rao.com/']"
106,"с. Нурлат, ул. Средняя, д. 58, 029772",1992-09-21,0-,ИП «Беспалов»,Диверсант,juri2010kim_1986@gmail.com,Филатова Василиса Харитоновна,+7 (338) 256-22-99,"с. Великие Луки, ул. Карьерная, д. 92, 949000",F,976340578212,evstignekabanov,"['http://ip.edu/', 'http://www.rao.com/']"
107,"ст. Миасс, ул. Мостовая, д. 78, 722831",2013-07-10,B+,Дроздов,Кромкозакатчик,platonterentev@gmail.com,Кондратьев Соломон Брониславович,+7 006 946 2265,"п. Кежма, ул. Загородная, д. 86, 765776",M,291930377686,sidor2011ustin_2015,"['http://rao.com/', 'http://ao.ru/', 'https://www.ao.info/']"
108,"д. Асбест, ул. Полевая, д. 65, 472003",1984-04-18,A-,РАО «Герасимова-Назарова»,Психотерапевт,kotovamarija@yahoo.com,Третьяков Остап Федосеевич,+7 032 542 03 71,"к. Великие Луки, ул. Привокзальная, д. 36, 462462",M,052294479695,evdokimterentev,"['https://www.rao.org/', 'http://www.suvorova.biz/', 'https://www.terenteva.biz/', 'http://www.veselov.edu/']"
109,"д. Дно, ул. Ломоносова, д. 77, 017429",1987-06-06,B+,РАО «Шилова Кузьмин»,Оперативный работник,dobromisl32@yahoo.com,Борисова Алина Кузьминична,+7 (939) 046-45-14,"д. Завьялиха, ул. М.Горького, д. 64, 046470",F,614840320191,oleg1977julija_1992,"['https://npo.edu/', 'http://www.ip.ru/', 'https://ao.net/']"
110,"п. Тарко-Сале, ул. Короткая, д. 39, 758848",2005-10-26,AB-,"ИП «Соколова, Гущина и Никитин»",Стоматолог,gavrilakalashnikov@hotmail.com,Колобова Прасковья Игоревна,+7 463 507 7873,"клх Назрань, ул. Декабристов, д. 08, 980819",F,482590962411,ukirillova,['http://npo.biz/']
111,"г. Гремячинск (Бурят.), ул. Дачная, д. 12, 309101",2005-05-04,AB-,АО «Евдокимова»,Имиджмейкер,longinvorontsov@hotmail.com,Колесникова Анастасия Ниловна,+7 (353) 760-36-43,"д. Боровск, ул. 70 лет Октября, д. 48, 744302",F,051769094651,jbobilev,['https://ao.info/']
112,"д. Нерчинск, ул. Высокая, д. 46, 951879",1972-07-18,A-,Котов,Дизайнер-конструктор,nikita_38@rambler.ru,Куликова Тамара Геннадьевна,+7 (707) 683-8610,"п. Оленек, ул. Поселковая, д. 49, 686432",F,676872187639,danila1975ljubomir_1999,['https://ip.net/']
113,"ст. Артем, ул. Белорусская, д. 43, 272893",1979-06-15,0+,Одинцов,Копирайтер,jaroslav_20@yandex.ru,Лыткин Алексей Васильевич,+7 769 884 25 61,"клх Магас, ул. Индустриальная, д. 02, 603257",M,926151101629,agge31,['https://npo.edu/']
114,"ст. Мураши, ул. Деповская, д. 18, 329519",2006-01-01,0+,Мартынова,Инженер-акустик,nekrasovapelageja@hotmail.com,Калашников Самуил Теймуразович,+7 649 356 27 27,"с. Кущевская, ул. Есенина, д. 57, 725367",M,494111060927,odintsovvissarion,"['http://konovalov.net/', 'https://www.ip.ru/', 'http://www.npo.info/']"
115,"к. Бугульма, ул. Кутузова, д. 20, 640226",2005-05-07,A+,АО «Елисеева»,Заточник,eleonora2006tatjana_2012@hotmail.com,Елисеева Людмила Матвеевна,+7 (099) 518-9061,"г. Новый Оскол, ул. Демьяна Бедного, д. 24, 963462",F,299913815917,averjan_25,['http://www.npo.ru/']
116,"п. Тында, ул. Лесозаводская, д. 34, 014328",1977-08-02,B+,ИП «Матвеев Филиппова»,Горнострелок,lazarevaagafja@gmail.com,Лаврентьев Гремислав Жоресович,+7 (776) 337-14-35,"ст. Лотошино, ул. О.Кошевого, д. 99, 279605",M,861218991587,artemevaalina,"['http://www.ip.org/', 'https://rao.edu/', 'https://npo.com/', 'http://www.rao.edu/']"
